"doctor","hospital","patient_count","medical_condition_count","total_billing_amount","average_billing_amount","average_patient_age","average_length_of_stay","first_admission_date","latest_admission_date"
Anthony Daniels,Stark-Walker,1,1,43262.90,43262.89,34,19,2020-10-22,2020-10-22
Anthony Davenport,Williams-Wright,1,1,29329.70,29329.66,24,24,2022-03-13,2022-03-13
Anthony Davis,Carroll-Brown,1,1,47655.20,47655.20,70,9,2020-09-28,2020-09-28
Anthony Davis,Sons and Kramer,1,1,32430.20,32430.24,55,11,2024-04-13,2024-04-13
Anthony Davis,"Summers Cross Lopez, and",1,1,50878.90,50878.92,29,10,2019-07-16,2019-07-16
Anthony Dawson,Cooper LLC,1,1,41518.10,41518.15,81,18,2019-09-23,2019-09-23
Anthony Day,Smith PLC,2,1,95457.90,47728.96,47,27,2020-01-06,2020-01-06
Anthony Deleon,Wallace Ltd,1,1,46327.10,46327.06,65,21,2023-11-26,2023-11-26
Anthony Dennis,Hart-Lopez,1,1,3278.96,3278.96,49,2,2021-03-31,2021-03-31
Anthony Dennis,Mills-Smith,1,1,34221.00,34220.97,65,4,2019-10-11,2019-10-11
Anthony Donaldson,Sons Ellis and,1,1,7009.61,7009.61,44,13,2022-12-16,2022-12-16
Anthony Donovan,Stone-West,1,1,22009.90,22009.91,63,28,2021-11-18,2021-11-18
Anthony Dunlap,"Wheeler Gonzalez and Bowman,",1,1,35654.80,35654.82,49,30,2022-11-18,2022-11-18
Anthony Ellis,Hall LLC,1,1,14896.80,14896.82,57,4,2022-03-23,2022-03-23
Anthony Estrada,"and Reyes Stephens, Anderson",1,1,20584.90,20584.86,39,22,2021-12-15,2021-12-15
Anthony Flores,"Wong and Fleming Green,",1,1,32253.60,32253.58,53,13,2022-08-08,2022-08-08
Anthony Floyd,"and Barr, Bailey Davis",1,1,32266.30,32266.31,45,28,2021-11-09,2021-11-09
Anthony Foster,"Miles Torres, Jefferson and",1,1,29602.70,29602.66,79,23,2021-09-17,2021-09-17
Anthony Fowler,"Williamson, and Peterson Thomas",1,1,3319.77,3319.77,49,13,2020-02-08,2020-02-08
Anthony Fowler MD,and Lucero Sons,1,1,1216.98,1216.98,40,24,2022-08-01,2022-08-01
Anthony Fox,"Ramirez, and Walsh Snyder",1,1,25679.80,25679.77,79,7,2023-07-07,2023-07-07
Anthony Fox,"Schneider and Hood, Ball",1,1,5954.09,5954.09,19,9,2024-02-11,2024-02-11
Anthony Freeman,Miranda Inc,1,1,19706.10,19706.11,23,9,2021-08-20,2021-08-20
Anthony Friedman,"Dickson Hines Lara, and",1,1,6163.84,6163.84,40,17,2019-06-28,2019-06-28
Anthony Fritz,and Ray Sons,1,1,25539.10,25539.05,65,6,2020-08-01,2020-08-01
Anthony Gaines,"Cox, Moore Pugh and",2,1,22842.30,11421.14,45,2,2020-10-06,2020-10-06
Anthony Gallegos,Baker Ltd,1,1,21696.20,21696.22,85,20,2021-02-25,2021-02-25
Anthony Garcia,Contreras-White,2,1,64188.80,32094.40,63,15,2021-05-29,2021-05-29
Anthony Garcia,Nguyen-Harding,1,1,42757.90,42757.90,81,28,2021-11-06,2021-11-06
Anthony Garrett,"and Arellano Anderson, Bruce",1,1,21280.80,21280.76,21,28,2021-10-23,2021-10-23
Anthony Garrett,"and Thompson, Miller Gordon",1,1,768.61,768.61,63,16,2023-05-01,2023-05-01
Anthony Gonzales,"Stafford Cardenas, Lopez and",2,1,48522.30,24261.13,63,26,2022-01-19,2022-01-19
Anthony Graves,"Greer Cain and Taylor,",1,1,35411.50,35411.47,80,20,2020-04-10,2020-04-10
Anthony Graves,Johnson Group,1,1,11584.00,11583.98,43,3,2019-07-22,2019-07-22
Anthony Gray,Ingram-Lloyd,2,1,42686.90,21343.47,62,12,2019-09-15,2019-09-15
Anthony Gray,PLC Johnson,1,1,2188.96,2188.96,74,26,2019-12-04,2019-12-04
Anthony Green,Ferguson-West,1,1,7991.89,7991.89,67,6,2024-04-10,2024-04-10
Anthony Green,Garcia-Blake,1,1,28483.90,28483.88,31,23,2024-01-10,2024-01-10
Anthony Green,Hooper PLC,1,1,46478.30,46478.27,53,3,2023-10-01,2023-10-01
Anthony Greer,Lopez LLC,1,1,30676.40,30676.44,26,8,2023-11-18,2023-11-18
Anthony Gregory,Group Lane,1,1,5729.09,5729.09,75,4,2023-04-01,2023-04-01
Anthony Gregory,Rodriguez-Lee,1,1,47169.10,47169.14,21,22,2022-03-07,2022-03-07
Anthony Guerra,"Evans Michael, and Reyes",1,1,34749.10,34749.10,75,6,2023-07-17,2023-07-17
Anthony Hale,Inc Gonzalez,2,1,16844.10,8422.03,66,9,2021-12-29,2021-12-29
Anthony Hall,Harris Inc,1,1,38445.90,38445.86,70,8,2022-03-10,2022-03-10
Anthony Hamilton,"Lopez and Moore Russell,",1,1,10758.60,10758.62,27,16,2022-01-13,2022-01-13
Anthony Hammond,"Keller Walton and Johnson,",1,1,6866.94,6866.94,22,10,2019-10-14,2019-10-14
Anthony Hampton,"Little Sanchez, and Foster",1,1,34165.40,34165.41,44,29,2024-01-17,2024-01-17
Anthony Harrison,LLC Hernandez,1,1,13821.30,13821.28,81,3,2020-06-02,2020-06-02
Anthony Hatfield,"Smith and Shepard, May",1,1,40605.90,40605.87,47,28,2019-11-19,2019-11-19
Anthony Hawkins,Reyes Group,2,1,35634.40,17817.21,35,4,2023-07-27,2023-07-27
Anthony Hawkins,Smith-Mcdowell,2,1,14300.90,7150.47,80,18,2021-03-03,2021-03-03
Anthony Hayes,Wells-Mcbride,1,1,19280.50,19280.54,70,11,2024-04-04,2024-04-04
Anthony Henry,Ltd Garcia,1,1,34343.40,34343.43,82,11,2020-01-23,2020-01-23
Anthony Hernandez,"and Castaneda Moon Cooper,",1,1,40201.10,40201.09,61,12,2022-04-29,2022-04-29
Anthony Hernandez,and Gates Sons,1,1,17475.20,17475.22,57,2,2020-06-16,2020-06-16
Anthony Hernandez,Group Bates,1,1,12389.20,12389.17,26,27,2023-11-29,2023-11-29
Anthony Hernandez,Inc Pearson,1,1,20888.90,20888.92,45,13,2020-07-13,2020-07-13
Anthony Herrera,"Horton and Garcia Hancock,",2,1,37667.20,18833.60,74,24,2020-08-22,2020-08-22
Anthony Higgins,Spence Ltd,1,1,9155.90,9155.90,38,11,2023-12-28,2023-12-28
Anthony Hill,Kim-Lucas,1,1,41627.70,41627.70,58,23,2019-12-13,2019-12-13
Anthony Hill,PLC Reynolds,1,1,9765.91,9765.91,70,29,2022-04-09,2022-04-09
Anthony Hinton,Adams-Harris,1,1,28605.60,28605.61,31,10,2022-12-12,2022-12-12
Anthony Hobbs,Gentry-Thompson,2,1,70381.00,35190.50,40,3,2023-08-21,2023-08-21
Anthony Hogan,Welch Ltd,1,1,23605.60,23605.63,62,27,2022-10-15,2022-10-15
Anthony Holmes,Johnson Inc,1,1,32267.00,32266.97,60,18,2023-12-28,2023-12-28
Anthony Hooper,Turner-Barker,1,1,11365.30,11365.32,72,2,2019-07-21,2019-07-21
Anthony Horne,Prince-Adams,1,1,44505.80,44505.78,27,25,2021-05-22,2021-05-22
Anthony Houston,"and Zhang Brooks, Hamilton",1,1,36765.40,36765.36,61,15,2021-08-09,2021-08-09
Anthony Howell,"and Lee Rodriguez Morris,",1,1,18047.60,18047.55,22,15,2022-08-02,2022-08-02
Anthony Hubbard,"Romero, Williams Gillespie and",1,1,42170.20,42170.18,46,3,2021-05-04,2021-05-04
Anthony Huff,and Sons Alexander,1,1,33698.40,33698.40,45,6,2022-06-03,2022-06-03
Anthony Humphrey,PLC Jordan,1,1,32740.10,32740.07,26,11,2021-08-16,2021-08-16
Anthony Hunt,Ortiz-Wilkins,1,1,3263.12,3263.12,54,22,2020-08-18,2020-08-18
Anthony Hunter,"and Wilson, Fowler Warren",1,1,12904.70,12904.67,62,5,2022-12-16,2022-12-16
Anthony Hunter,PLC Rodriguez,1,1,37512.70,37512.72,68,13,2020-05-27,2020-05-27
Anthony Jackson,Ltd Peterson,1,1,5608.60,5608.60,74,19,2024-03-05,2024-03-05
Anthony James,"Flores, Reynolds and Brown",2,1,79652.90,39826.46,51,8,2021-01-05,2021-01-05
Anthony Jarvis,Daniel Inc,1,1,7330.01,7330.01,50,13,2019-06-23,2019-06-23
Anthony Jenkins,Ltd Singh,2,1,85985.70,42992.84,25,27,2019-09-04,2019-09-04
Anthony Jensen,Inc Meadows,1,1,47581.40,47581.42,80,12,2020-09-29,2020-09-29
Anthony Johnson,"and Rhodes Williams, Davis",1,1,37409.80,37409.83,35,6,2021-10-26,2021-10-26
Anthony Johnson,"Miller, Thompson Perkins and",2,1,89597.40,44798.71,75,10,2023-03-10,2023-03-10
Anthony Johnson,Sons Morrow and,1,1,47713.50,47713.47,49,27,2021-04-15,2021-04-15
Anthony Johnson,"Wagner Mccarthy, and Beck",1,1,44285.10,44285.11,78,14,2023-04-06,2023-04-06
Anthony Johnson PhD,Robinson-Williams,1,1,32736.80,32736.84,50,30,2020-01-30,2020-01-30
Anthony Jones,Inc Fields,2,1,63907.80,31953.92,41,16,2019-12-19,2019-12-19
Anthony Jones,LLC Carter,1,1,7826.01,7826.01,66,6,2020-10-05,2020-10-05
Anthony Jones,"Marks and Johnson Howell,",1,1,43903.40,43903.44,72,25,2020-08-30,2020-08-30
Anthony Jones,Martinez-Baker,1,1,28292.80,28292.79,44,26,2023-11-13,2023-11-13
Anthony Jones,"Simpson Wilson and Long,",1,1,19282.20,19282.17,49,1,2020-05-09,2020-05-09
Anthony Jones,Webster-Flores,1,1,26084.50,26084.51,83,27,2021-03-22,2021-03-22
Anthony Joseph,Sons and Cox,1,1,27970.30,27970.31,84,22,2023-04-18,2023-04-18
Anthony Kelley,Mckinney-Johnson,1,1,3445.54,3445.54,44,26,2020-12-06,2020-12-06
Anthony Kelly,"and Bell, Martin Johnson",1,1,22841.10,22841.06,65,16,2019-07-15,2019-07-15
Anthony Kennedy,Butler LLC,1,1,33207.70,33207.69,25,29,2023-02-10,2023-02-10
Anthony Kim,Group Long,1,1,16481.80,16481.85,50,8,2023-08-17,2023-08-17
Anthony King,Michael-Mendoza,1,1,6306.60,6306.60,21,1,2023-06-28,2023-06-28
Anthony King,"Wilcox Powell, Anthony and",1,1,5606.18,5606.18,59,11,2023-10-24,2023-10-24
Anthony Kirk,Blankenship PLC,1,1,37866.10,37866.06,33,5,2022-03-16,2022-03-16
Anthony Knapp,Boone-Garcia,1,1,23052.30,23052.28,64,23,2021-03-12,2021-03-12
Anthony Kramer,Hernandez Inc,2,1,10693.30,5346.65,25,22,2021-11-21,2021-11-21
Anthony Lam,Ltd Long,1,1,19476.50,19476.48,57,1,2023-12-01,2023-12-01
Anthony Lopez,"and Mcdonald Taylor, Pitts",1,1,10557.00,10556.98,39,9,2020-10-17,2020-10-17
Anthony Lopez,"and Reynolds, Barnes Martinez",1,1,10060.00,10060.02,53,17,2020-02-18,2020-02-18
Anthony Lopez,Davis-Hansen,1,1,50049.10,50049.12,57,9,2022-01-29,2022-01-29
Anthony Lopez,Wilson-Taylor,1,1,34875.20,34875.17,74,23,2020-03-19,2020-03-19
Anthony Lowe,"Saunders, and Wallace Bartlett",1,1,4015.87,4015.87,85,14,2020-01-11,2020-01-11
Anthony Lucas,Ford-Garner,1,1,5301.17,5301.17,32,12,2024-04-30,2024-04-30
Anthony Luna,"Lewis, Gallagher Mcgee and",2,1,35144.90,17572.43,79,27,2019-10-12,2019-10-12
Anthony Malone,Gonzalez Inc,1,1,15422.00,15422.04,51,24,2020-01-28,2020-01-28
Anthony Malone,Hayden Group,1,1,15438.50,15438.50,65,10,2023-04-20,2023-04-20
Anthony Marshall,"Sparks Harris Wong, and",1,1,41810.80,41810.79,59,12,2021-11-29,2021-11-29
Anthony Martin,LLC Guzman,1,1,15448.90,15448.89,47,3,2023-12-24,2023-12-24
Anthony Martin,Smith LLC,1,1,5051.34,5051.34,29,28,2023-03-09,2023-03-09
Anthony Martin,"Weber Cunningham, Leblanc and",2,1,73156.60,36578.30,48,29,2019-08-12,2019-08-12
Anthony Martinez,"and Jones Gross, Bird",1,1,12742.30,12742.29,75,27,2020-05-20,2020-05-20
Anthony Martinez,and Sons Cooley,1,1,6388.20,6388.20,74,5,2021-03-06,2021-03-06
Anthony Martinez,Clark-Salazar,1,1,22647.90,22647.93,50,6,2020-06-08,2020-06-08
Anthony Martinez,LLC Gallagher,1,1,49747.40,49747.38,40,20,2019-05-23,2019-05-23
Anthony Martinez,PLC Ayala,1,1,24552.00,24552.04,25,17,2022-05-09,2022-05-09
Anthony Mcclain,Sons and Flores,1,1,49150.20,49150.19,70,13,2023-02-09,2023-02-09
Anthony Mccullough,Sons and Sanford,1,1,38432.80,38432.80,38,18,2023-04-02,2023-04-02
Anthony Mcintyre,Inc Armstrong,2,1,20960.20,10480.10,66,2,2024-03-03,2024-03-03
Anthony Mcmillan,Hill-Espinoza,1,1,40506.00,40505.99,44,14,2019-12-24,2019-12-24
Anthony Mejia,"Dean and Singh, Thomas",1,1,8723.95,8723.95,85,23,2022-01-18,2022-01-18
Anthony Mendez,"Miller Turner, West and",1,1,32190.50,32190.46,58,7,2020-10-15,2020-10-15
Anthony Mendoza,"Pope Valdez, and Boyle",1,1,23425.20,23425.20,52,9,2021-09-13,2021-09-13
Anthony Meyer,Davis and Sons,1,1,27602.90,27602.86,20,7,2021-10-22,2021-10-22
Anthony Meza,White-Jacobs,1,1,45228.20,45228.17,60,21,2021-07-31,2021-07-31
Anthony Middleton,PLC Blair,1,1,21278.40,21278.39,19,28,2020-08-06,2020-08-06
Anthony Miller,Benson-King,1,1,25973.20,25973.20,58,24,2023-05-01,2023-05-01
Anthony Miller,Mack-Lopez,1,1,34598.40,34598.38,82,7,2022-05-14,2022-05-14
Anthony Mills,"and Small Gonzalez Smith,",1,1,29410.60,29410.59,20,18,2022-03-21,2022-03-21
Anthony Mitchell,and Palmer Sons,1,1,32062.10,32062.06,60,15,2022-06-04,2022-06-04
Anthony Mitchell,PLC Bates,1,1,30611.00,30611.02,55,25,2019-10-23,2019-10-23
Anthony Montgomery,Ruiz-Wilkinson,1,1,16596.50,16596.48,76,30,2021-01-10,2021-01-10
Anthony Moore,"Contreras, and White Owens",1,1,30321.60,30321.64,67,12,2019-05-10,2019-05-10
Anthony Moore,Harrington-Meyer,1,1,10489.70,10489.74,67,4,2020-10-03,2020-10-03
Anthony Moore,House-Ortega,1,1,34506.60,34506.55,51,22,2023-03-13,2023-03-13
Anthony Moore,Lopez-Dixon,1,1,3474.68,3474.68,26,25,2022-11-23,2022-11-23
Anthony Morales,Olsen-Frederick,1,1,45953.90,45953.94,82,5,2022-01-18,2022-01-18
Anthony Morales,"Simon Fields and Garcia,",1,1,25070.30,25070.32,32,30,2023-07-09,2023-07-09
Anthony Morris,Wilson Group,1,1,41015.50,41015.54,41,4,2019-09-16,2019-09-16
Anthony Morse,Rodriguez-Martinez,1,1,27193.40,27193.44,83,9,2021-04-29,2021-04-29
Anthony Nash,Smith-Saunders,2,1,79600.70,39800.36,44,1,2022-07-06,2022-07-06
Anthony Navarro,"Lopez Singleton, Wright and",1,1,44768.30,44768.27,20,22,2019-09-15,2019-09-15
Anthony Nelson DDS,LLC Robinson,1,1,30039.80,30039.79,31,21,2020-10-01,2020-10-01
Anthony Newton,LLC Perez,1,1,39695.60,39695.59,24,21,2020-07-01,2020-07-01
Anthony Nguyen,Shelton-Johnson,1,1,31340.20,31340.22,23,24,2023-07-25,2023-07-25
Anthony Nixon,Proctor-Jones,1,1,6132.40,6132.40,75,29,2019-09-07,2019-09-07
Anthony Norman,Sanchez-Thomas,1,1,3212.10,3212.10,25,16,2020-09-26,2020-09-26
Anthony Norris,Gallagher-Hernandez,1,1,37197.90,37197.86,26,20,2021-05-07,2021-05-07
Anthony Ochoa,Mckinney-Clark,1,1,17375.20,17375.18,29,12,2022-08-29,2022-08-29
Anthony Ortiz,Carrillo-Price,1,1,16920.20,16920.16,19,24,2020-03-17,2020-03-17
Anthony Owens,Martinez Inc,2,1,50188.50,25094.23,34,5,2023-07-10,2023-07-10
Anthony Page,Gomez-Sampson,1,1,32316.40,32316.36,31,14,2020-06-07,2020-06-07
Anthony Parker,"Campbell Fernandez and Castro,",1,1,36085.30,36085.33,35,4,2021-07-23,2021-07-23
Anthony Parker,"Edwards Hendricks, Martin and",1,1,13705.50,13705.48,20,20,2021-09-22,2021-09-22
Anthony Patterson,Sons and Smith,1,1,2394.05,2394.05,61,27,2019-06-01,2019-06-01
Anthony Payne,Thomas-Allen,1,1,32137.50,32137.52,34,11,2021-11-20,2021-11-20
Anthony Perez,"and Guerrero Calhoun Trevino,",1,1,20714.00,20713.97,53,22,2022-03-20,2022-03-20
Anthony Perez,Benjamin-Reed,1,1,21572.80,21572.78,40,10,2020-12-07,2020-12-07
Anthony Perez,Church-Moore,1,1,3994.72,3994.72,65,27,2019-12-06,2019-12-06
Anthony Perez,Long-Jimenez,1,1,12659.90,12659.91,26,30,2022-06-12,2022-06-12
Anthony Perez,Mays-Crawford,1,1,4594.42,4594.42,76,11,2020-09-14,2020-09-14
Anthony Perez,"Summers Wade, Proctor and",1,1,46207.00,46206.96,73,18,2021-08-04,2021-08-04
Anthony Peters,Davila-Carpenter,1,1,36157.30,36157.28,64,29,2020-09-25,2020-09-25
Anthony Petersen,"and Mcclain, Vasquez Villanueva",1,1,46011.40,46011.39,72,9,2022-11-16,2022-11-16
Anthony Peterson,Gibson Ltd,1,1,19939.70,19939.73,37,5,2024-03-10,2024-03-10
Anthony Peterson,Stevenson-Hebert,1,1,1700.07,1700.07,28,4,2020-10-31,2020-10-31
Anthony Phillips,"and Andersen, Molina Garcia",1,1,44260.00,44260.00,20,19,2023-02-09,2023-02-09
Anthony Phillips,PLC Blake,1,1,8512.78,8512.78,52,9,2019-07-15,2019-07-15
Anthony Phillips,Sanders Ltd,1,1,24237.80,24237.76,82,25,2021-08-11,2021-08-11
Anthony Pollard,Reynolds Group,1,1,28551.80,28551.83,31,15,2020-05-30,2020-05-30
Anthony Porter,Mcintosh-Young,1,1,22227.40,22227.45,53,3,2020-08-21,2020-08-21
Anthony Powell,Garrison Sons and,1,1,38445.70,38445.70,23,30,2020-07-04,2020-07-04
Anthony Powell,Oneill Group,1,1,13892.90,13892.86,56,19,2020-01-25,2020-01-25
Anthony Pugh,Reed-Reese,1,1,46541.70,46541.74,59,24,2022-12-25,2022-12-25
Anthony Ramirez,Inc Boyd,1,1,28644.10,28644.08,43,20,2020-01-28,2020-01-28
Anthony Ramirez,"Jackson Parks, and Hickman",2,1,72094.30,36047.17,51,6,2023-07-14,2023-07-14
Anthony Ramirez,Ltd Erickson,1,1,2998.56,2998.56,59,13,2023-03-27,2023-03-27
Anthony Ramirez,"Roach Mcclain, and Smith",2,1,30101.40,15050.68,79,13,2022-08-20,2022-08-20
Anthony Ramos,"and Smith, Wallace Wong",1,1,26852.20,26852.25,29,28,2023-06-21,2023-06-21
Anthony Ramsey,Ltd Wallace,1,1,26913.80,26913.80,43,26,2023-12-29,2023-12-29
Anthony Ray,Fox PLC,1,1,20217.70,20217.65,42,6,2022-05-25,2022-05-25
Anthony Reese,Estes-Palmer,1,1,42017.30,42017.33,63,25,2024-01-21,2024-01-21
Anthony Reyes,Green-Luna,1,1,47171.90,47171.85,78,13,2021-10-09,2021-10-09
Anthony Reyes,Richardson-Collins,1,1,30369.80,30369.85,78,12,2023-06-17,2023-06-17
Anthony Richard,Shaw Ltd,1,1,41857.50,41857.51,64,19,2023-02-24,2023-02-24
Anthony Richardson,Carpenter-Marquez,1,1,17876.60,17876.55,30,7,2021-04-18,2021-04-18
Anthony Riley,"and Miller Dyer Black,",2,1,31997.50,15998.74,23,10,2024-02-27,2024-02-27
Anthony Rios,"and Barnes Hubbard Dillon,",2,1,52919.90,26459.96,68,1,2020-01-13,2020-01-13
Anthony Rivas,"Hardy, Barker and Payne",1,1,43543.00,43543.00,25,26,2019-09-04,2019-09-04
Anthony Rivera,Klein-Obrien,1,1,17260.70,17260.70,50,2,2023-08-31,2023-08-31
Anthony Roberts MD,Peterson Inc,1,1,47774.20,47774.25,47,6,2023-09-17,2023-09-17
Anthony Robertson,Allen-Tucker,1,1,42596.80,42596.80,70,24,2020-11-27,2020-11-27
Anthony Robertson,"Gonzalez Roman, Orozco and",1,1,15451.10,15451.08,85,3,2024-01-23,2024-01-23
Anthony Robinson,Davis-Hobbs,1,1,22607.30,22607.26,39,16,2023-02-17,2023-02-17
Anthony Robinson,"Davis Garcia, and Gay",1,1,11242.70,11242.74,71,1,2023-11-12,2023-11-12
Anthony Robinson,Dawson-Mendoza,1,1,8910.11,8910.11,66,30,2024-04-10,2024-04-10
Anthony Robinson,"Taylor, and Garner Lee",1,1,32801.70,32801.72,49,1,2023-05-05,2023-05-05
Anthony Rodriguez,"and Brown Kidd Burch,",1,1,8946.73,8946.73,66,10,2022-10-11,2022-10-11
Anthony Rodriguez,"and Johnson, Davis Middleton",1,1,45618.40,45618.37,46,3,2022-06-07,2022-06-07
Anthony Rodriguez,PLC Davis,1,1,27323.10,27323.10,52,11,2024-02-23,2024-02-23
Anthony Rodriguez,Sweeney PLC,1,1,5670.95,5670.95,19,30,2021-07-12,2021-07-12
Anthony Rodriguez,"Townsend Cochran, Anderson and",1,1,48506.10,48506.10,85,7,2021-12-09,2021-12-09
Anthony Romero,Thompson Group,2,1,50546.00,25273.00,45,8,2019-10-04,2019-10-04
Anthony Rosales,Taylor-Campbell,1,1,30851.40,30851.43,45,22,2019-08-12,2019-08-12
Anthony Ross,Shea-Payne,1,1,45223.90,45223.89,74,4,2020-04-19,2020-04-19
Anthony Roth,"Matthews Dyer, Park and",1,1,35056.10,35056.08,26,8,2019-12-17,2019-12-17
Anthony Ruiz,"Hull, Yoder and Martinez",1,1,11664.10,11664.10,39,13,2019-11-04,2019-11-04
Anthony Russell,PLC Adams,2,1,15533.50,7766.76,29,30,2020-07-12,2020-07-12
Anthony Russo,James-Booker,1,1,45431.60,45431.62,47,22,2022-10-08,2022-10-08
Anthony Salinas,"Miller Tapia Moody, and",1,1,36409.40,36409.43,68,4,2020-06-07,2020-06-07
Anthony Sanchez,"Brown Reed Robinson, and",1,1,19479.40,19479.45,46,23,2019-11-12,2019-11-12
Anthony Sanchez,"Reid Osborne, Weeks and",1,1,30137.80,30137.76,33,3,2024-03-30,2024-03-30
Anthony Sanchez,Ward-Hill,1,1,487.01,487.01,59,9,2020-07-06,2020-07-06
Anthony Sanders,"Hammond, and Harris Hill",1,1,40604.60,40604.61,29,21,2023-09-03,2023-09-03
Anthony Sanders,Russell-Ortiz,1,1,31582.90,31582.94,19,4,2022-02-23,2022-02-23
Anthony Santana,May-Cox,1,1,46308.60,46308.64,31,6,2022-03-14,2022-03-14
Anthony Savage,"and Martin, Clark Smith",2,1,11927.30,5963.66,36,25,2021-08-30,2021-08-30
Anthony Savage,Schultz-Johnston,1,1,10555.10,10555.12,57,27,2023-07-29,2023-07-29
Anthony Schmidt,"Walker, and Craig Lopez",1,1,47517.90,47517.92,70,25,2023-02-11,2023-02-11
Anthony Scott,"Hernandez, Wilson Simmons and",1,1,4242.49,4242.49,71,28,2021-09-02,2021-09-02
Anthony Serrano,Parker PLC,1,1,12770.80,12770.80,35,22,2022-09-18,2022-09-18
Anthony Silva,Campbell PLC,1,1,40419.10,40419.06,50,6,2019-05-25,2019-05-25
Anthony Simmons,Arias-Adkins,1,1,47691.80,47691.77,67,30,2024-04-30,2024-04-30
Anthony Simon,Williams LLC,1,1,41767.20,41767.18,61,3,2023-03-31,2023-03-31
Anthony Simpson,"and Parsons Allison Johns,",1,1,37616.50,37616.52,19,28,2021-09-05,2021-09-05
Anthony Smith,"and Hernandez Waters, Cruz",1,1,43050.80,43050.83,73,25,2021-03-26,2021-03-26
Anthony Smith,"Cardenas and Moore, Ellis",1,1,25090.30,25090.27,43,23,2019-12-28,2019-12-28
Anthony Smith,"Chapman Phelps, and Walker",1,1,27385.10,27385.13,31,24,2022-07-25,2022-07-25
Anthony Smith,Cooley-Howell,1,1,32857.60,32857.62,77,5,2024-04-21,2024-04-21
Anthony Smith,Crawford-Pennington,1,1,15808.50,15808.50,64,7,2021-12-31,2021-12-31
Anthony Smith,Group Brown,1,1,13136.40,13136.39,34,20,2023-12-22,2023-12-22
Anthony Smith,Jackson-Bell,1,1,37524.60,37524.56,69,24,2023-02-09,2023-02-09
Anthony Smith,"Jenkins Anderson, and Jones",1,1,16828.60,16828.64,65,26,2023-11-30,2023-11-30
Anthony Smith,Johnson LLC,1,1,36514.90,36514.94,75,12,2023-01-03,2023-01-03
Anthony Smith,Ltd Salas,1,1,43827.00,43826.99,52,2,2022-03-30,2022-03-30
Anthony Smith,"Patterson Ortiz, and Burch",1,1,22028.10,22028.14,78,8,2023-10-26,2023-10-26
Anthony Smith,Rodriguez-Burke,1,1,32366.70,32366.67,22,12,2021-08-24,2021-08-24
Anthony Smith,White Ltd,1,1,27607.90,27607.90,45,20,2023-05-28,2023-05-28
Anthony Smith,Woods Ltd,1,1,33423.00,33422.96,32,5,2021-03-30,2021-03-30
Anthony Smith MD,Johnson-Baker,1,1,3781.70,3781.70,71,24,2021-09-18,2021-09-18
Anthony Spence,Group Carrillo,1,1,34436.90,34436.93,50,14,2023-12-23,2023-12-23
Anthony Stark,Mack-Carroll,2,1,28908.10,14454.05,34,1,2020-06-27,2020-06-27
Anthony Stein,"Shaw Delgado and Sanchez,",2,1,43564.20,21782.09,80,12,2020-08-30,2020-08-30
Anthony Stephens,Phillips-Harris,1,1,19729.40,19729.40,60,6,2023-02-05,2023-02-05
Anthony Stout,"and Mack, Avery Livingston",1,1,48607.40,48607.41,56,28,2020-03-27,2020-03-27
Anthony Strickland,"Raymond and Green, Ramirez",1,1,16202.60,16202.58,49,9,2020-01-27,2020-01-27
Anthony Taylor,"Gilbert and Miller Moore,",1,1,32787.80,32787.75,68,1,2023-10-02,2023-10-02
Anthony Taylor,Ltd Burke,1,1,31698.10,31698.10,53,24,2022-12-06,2022-12-06
Anthony Taylor,Peters-Allen,1,1,30967.60,30967.61,53,22,2023-08-12,2023-08-12
Anthony Taylor PhD,"Jackson Jackson Cooley, and",1,1,10683.20,10683.23,56,27,2019-05-15,2019-05-15
Anthony Thomas,"and Webster Wilson, Cook",1,1,41832.90,41832.91,30,26,2021-08-09,2021-08-09
Anthony Thomas,King-Davis,1,1,26980.20,26980.21,57,4,2023-03-18,2023-03-18
Anthony Thomas,Ltd Wright,2,1,55481.30,27740.64,71,22,2022-05-06,2022-05-06
Anthony Thomas,Pierce-Williams,1,1,18114.70,18114.69,70,7,2021-09-23,2021-09-23
Anthony Thomas,Sons and Jones,1,1,25995.50,25995.46,70,15,2024-02-21,2024-02-21
Anthony Thomas,Sons Byrd and,1,1,16509.40,16509.43,69,2,2020-07-19,2020-07-19
Anthony Thompson,Baker-Beck,1,1,12843.40,12843.41,54,16,2020-10-24,2020-10-24
Anthony Thompson,Gardner-Walsh,1,1,39232.80,39232.80,80,10,2020-10-21,2020-10-21
Anthony Torres,Deleon Ltd,1,1,21684.00,21684.03,78,3,2022-03-17,2022-03-17
Anthony Tucker,Shelton-Martin,1,1,49449.20,49449.23,29,18,2020-02-13,2020-02-13
Anthony Valdez,Johnson Sons and,1,1,37378.70,37378.73,53,19,2020-08-04,2020-08-04
Anthony Vargas,Harris-Adams,1,1,42731.80,42731.81,57,29,2019-12-10,2019-12-10
Anthony Vasquez,Mahoney-Cooper,1,1,15522.60,15522.64,61,2,2019-09-30,2019-09-30
Anthony Vega,Inc Herrera,1,1,15555.00,15555.01,68,21,2021-06-07,2021-06-07
Anthony Villegas,Johnson Inc,1,1,5613.17,5613.17,58,6,2020-12-03,2020-12-03
